genre,director,n
Comedies,Varun Narvekar,4
Comedies,Vasan Bala,8
Comedies,Vicente Villanueva,9
Comedies,Victor Levin,6
Comedies,Vijay Kumar Arora,5
Comedies,Vikas Bahl,19
Comedies,Vikram Pradhan,8
Comedies,Vince Marcello,17
Comedies,Vincent Kok,9
Comedies,Vincente Minnelli,10
Comedies,Vipin Parashar,6
Comedies,Vipul Amrutlal Shah,11
Comedies,Vishal Mishra,8
Comedies,Vivieno Caldinelli,19
Comedies,Wael Ihsan,19
Comedies,Warren P. Sonoda,18
Comedies,Wayne Blair,10
Comedies,Wenn V. Deramas,45
Comedies,Will Eisenberg,8
Comedies,Will Gluck,20
Comedies,Will Graham,39
Comedies,Will Lowell,10
Comedies,Will Yapp,6
Comedies,William Bindley,11
Comedies,William H. Macy,11
Comedies,Wojciech Marczewski,8
Comedies,Wong Jing,25
Comedies,Woo Ming Jin,6
Comedies,Woody Allen,11
Comedies,Xavier Gens,10
Comedies,Xu Zhang,10
Comedies,Yanyong Kuruaungkoul,8
Comedies,Yarrow Cheney,24
Comedies,Yasir Nawaz,8
Comedies,Yee Tung-Shing,16
Comedies,Yeung Yat-Tak,7
Comedies,Yibrán Asuad,10
Comedies,Yorgos Lanthimos,55
Comedies,You-Jeong Chang,8
Comedies,Yusuf Pirhasan,11
Comedies,Yvan Attal,22
Comedies,Yılmaz Erdoğan,45
Comedies,Zach Braff,10
Comedies,Zach Clark,7
Comedies,Zakariya,4
Comedies,Ziga Virc,5
Comedies,Zoe Lister-Jones,14
Comedies,Zoya Akhtar,30
Comedies,Álex de la Iglesia,31
Comedies,Éric Warin,18
Comedies,Ömer Faruk Sorak,20
Comedies,Şenol Sönmez,8
Crime TV Shows,Ahmed Khaled Moussa,11
Crime TV Shows,Ahmet Katıksız,15
Crime TV Shows,Alejandro Lozano,30
Crime TV Shows,Anurag Kashyap,10
Crime TV Shows,Carlos Bolado,14
Crime TV Shows,Cecilia Peck,4
Crime TV Shows,Chang-Min Lee,10
Crime TV Shows,DJ Chen,10
Crime TV Shows,Danny Cannon,25
Crime TV Shows,Felipe Cano,13
Crime TV Shows,Glen Winter,11
Crime TV Shows,Ian Barber,7
Crime TV Shows,Jakob Verbruggen,10
Crime TV Shows,James Bamford,17
Crime TV Shows,Lee Toland Krieger,6
Crime TV Shows,Mark Tonderai,11
Crime TV Shows,Michael Samuels,16
Crime TV Shows,Miguel Conde,15
Crime TV Shows,Peter Ho,7
Crime TV Shows,Rob Seidenglanz,23
Crime TV Shows,Seren Yüce,13
Crime TV Shows,Soumendra Padhi,6
Crime TV Shows,Stuart Orme,10
Crime TV Shows,Vikramaditya Motwane,10
Cult Movies,Alejandro Doria,10
Cult Movies,Alex Proyas,13
Cult Movies,Beeban Kidron,15
Cult Movies,Bernard Rose,16
Cult Movies,Bobby Farrelly,8
Cult Movies,Bong Joon Ho,26
Cult Movies,Brian De Palma,15
Cult Movies,Cheh Chang,10
Cult Movies,Chia-Liang Liu,7
Cult Movies,Craig Monahan,6
Cult Movies,Danny Boyle,12
Cult Movies,Danny Leiner,27
Cult Movies,Darin Scott,8
Cult Movies,David Fincher,10
Cult Movies,David Wain,16
Cult Movies,David Zucker,8
Cult Movies,Edgar Wright,56
Cult Movies,Gaspar Noé,20
Cult Movies,Greg Mottola,10
Cult Movies,Guillermo del Toro,12
Cult Movies,Harmony Korine,20
Cult Movies,Hayden Schlossberg,11
Cult Movies,Ivan Reitman,11
Cult Movies,James Wong,10
Cult Movies,Jeremy Saulnier,9
Cult Movies,Jim Monaco,10
Cult Movies,John Fortenberry,10
Cult Movies,John Hughes,12
Cult Movies,John Lee,11
Cult Movies,John Milius,10
Cult Movies,Jon Hurwitz,11
Cult Movies,K. Ramanlal,6
Cult Movies,Kevin Smith,17
Cult Movies,Lana Wachowski,40
Cult Movies,Lilly Wachowski,40
Cult Movies,Marek Piwowski,8
Cult Movies,Mary Harron,24
Cult Movies,Michael Anderson,9
Cult Movies,Mike Clattenburg,35
Cult Movies,Mike Judge,11
Cult Movies,Nicolas Winding Refn,48
Cult Movies,Peter Farrelly,8
Cult Movies,Quentin Tarantino,12
Cult Movies,Raj N. Sippy,8
Cult Movies,Rajkumar Santoshi,10
Cult Movies,Ron Underwood,12
Cult Movies,Rusty Cundieff,8
Cult Movies,Sam Raimi,11
Cult Movies,Sean Foley,10
Cult Movies,Shakti Samanta,10
Cult Movies,Stephen Chow,24
Cult Movies,Terry Gilliam,16
Cult Movies,Terry Jones,8
Cult Movies,Tobe Hooper,10
Cult Movies,Tom Holland,10
Cult Movies,Tom Tykwer,40
Documentaries,Adam Carolla,1
Documentaries,Adam Darke,2
Documentaries,Adam Nimoy,24
Documentaries,Adam Schlesinger,14
Documentaries,Alan Hicks,1
Documentaries,Alban Teurlai,1
Documentaries,Alessandro Angulo,2
Documentaries,Alex Burunova,8
Documentaries,Alex Lehmann,4
Documentaries,Alex Stapleton,1
Documentaries,Alexander Smith,1
Documentaries,Alexandra Dean,1
Documentaries,Alexis Morante,2
Documentaries,Alicky Sussman,1
Documentaries,Alison Klayman,2
Documentaries,Ana Quiroga,1
Documentaries,Andrew Jenks,2
Documentaries,Andrew Meier,1
Documentaries,Andrew Renzi,1
Documentaries,Andrew Sandler,1
Documentaries,Andrew Slater,10
Documentaries,André D'Elia,1
Documentaries,Andy Capper,3
Documentaries,Anthony Caronna,1
Documentaries,Anthony Palmer,1
Documentaries,Anthony Veiller,2
Documentaries,Anthony Wonke,1
Documentaries,Antongiulio Panizzi,2
Documentaries,Ari Levinson,1
Documentaries,Arne Birkenstock,2
Documentaries,Artemis Joukowsky,2
Documentaries,Ashley York,1
Documentaries,Asif Kapadia,11
Documentaries,Asri Bendacha,3
Documentaries,Barak Goodman,3
Documentaries,Barbara Kopple,1
Documentaries,Barney Clay,2
Documentaries,Barry Avrich,1
Documentaries,Ben Patterson,1
Documentaries,Ben Ryder,1
Documentaries,Ben Wallis,1
Documentaries,Benjamin Ree,1
Documentaries,Benjamin Turner,1
Documentaries,Bert Marcus,7
Documentaries,Bill Guttentag,2
Documentaries,Bob Hercules,7
Documentaries,Brendan Toller,10
Documentaries,Brett Harvey,24
Documentaries,Brian Niles,1
Documentaries,Brodje Wemboendja,2
Documentaries,Bryan Fogel,2
Documentaries,C. Fitz,1
Documentaries,C.J. Wallis,1
Documentaries,Cal Seville,2
Documentaries,Chapman Way,2
Documentaries,Charlie Siskel,1
Documentaries,Charlotte Zwerin,2
Documentaries,Chris Bell,1
Documentaries,Chris Burkard,10
Documentaries,Chris Moukarbel,1
Documentaries,Chris Perkel,1
Documentaries,Chris Smith,2
Documentaries,Christian Charles,10
Documentaries,Christopher Loren Ewers,1
Documentaries,Christopher Martin,1
Documentaries,Constance Marks,2
Documentaries,Damien Piscarel,1
Documentaries,Dan Forrer,1
Documentaries,Daniel Camenisch,10
Documentaries,Daniel DiMauro,1
Documentaries,Daniel Gordon,1
Documentaries,Daniel Lindsay,4
Documentaries,Daniel McCabe,1
Documentaries,Daniel Raim,5
Documentaries,Dava Whisenant,1
Documentaries,David Alvarado,5
Documentaries,David Batty,1
Documentaries,David Briggs,1
Documentaries,David Fairhead,1
Documentaries,David Gelb,1
Documentaries,David Hebditch,1
Documentaries,David Morris,1
Documentaries,David Sampliner,1
Documentaries,David Stubbs,4
Documentaries,Davis Guggenheim,2
Documentaries,Derek Peck,1
Documentaries,Dilip Mehta,1
Documentaries,Doug Hamilton,1
Documentaries,Drew Stone,1
Documentaries,Dylan Bank,1
Documentaries,Dylan Mohan Gray,1
Documentaries,Eddie Martin,1
Documentaries,Edward Cotterill,3
Documentaries,Eliane Brum,1
Documentaries,Elvira Lind,4
Documentaries,Emir Kusturica,6
Documentaries,Emma Hatherley,1
Documentaries,Erik Ewers,1
Documentaries,Errol Morris,3
Documentaries,Eva Orner,1
Documentaries,Fabien Beziat,1
Documentaries,Felix Starck,1
Documentaries,Fisher Stevens,19
Documentaries,Florent Bodin,1
Documentaries,Floyd Russ,1
Documentaries,Frank Capra,4
Documentaries,Frank W Chen,2
Documentaries,Frédéric Tonolli,1
Documentaries,Gabe Turner,1
Documentaries,Gabriel Clarke,1
Documentaries,Galley Molina,1
Documentaries,Gareth Sacala,1
Documentaries,Gary Cohen,4
Documentaries,Gastón Duprat,1
Documentaries,Gavin Fitzgerald,1
Documentaries,Gayane Petrosyan,4
Documentaries,Gerry Hoban,3
Documentaries,Gervasio Iglesias,1
Documentaries,Gianfranco Rosi,4
Documentaries,Gillian Robespierre,1
Documentaries,Giulia Clark,1
Documentaries,Graham Townsley,1
Documentaries,Grant Korgan,1
Documentaries,Greg MacGillivray,2
Documentaries,Greg Whiteley,1
Documentaries,Greg Young,1
Documentaries,Griffin Dunne,1
Documentaries,Harvey Lilley,1
Documentaries,Heber Cannon,1
Documentaries,Heidi Ewing,9
Documentaries,Heitor Dhalia,4
Documentaries,Hepi Mita,1
Documentaries,Hidetaka Inazuka,2
Documentaries,Hugh Stewart,2
Documentaries,Hugues Nancy,1
Documentaries,Huw Cordey,1
Documentaries,J. Michael Long,1
Documentaries,J.F. Musial,1
Documentaries,Jack C. Newell,1
Documentaries,Jacob Kornbluth,2
Documentaries,Jacob Schwab,1
Documentaries,Jacques Cluzaud,20
Documentaries,Jacques Perrin,20
Documentaries,Jacqui Morris,1
Documentaries,Jake Paltrow,1
Documentaries,James Rogan,8
Documentaries,James Spinney,2
Documentaries,James Toback,4
Documentaries,James Woodroffe,3
Documentaries,Jason Sussberg,5
Documentaries,Jedd Wider,1
Documentaries,Jehane Noujaim,45
Documentaries,Jennifer Baichwal,6
Documentaries,Jennifer Beamish,1
Documentaries,Jennifer Brea,6
Documentaries,Jennifer M. Kroot,8
Documentaries,Jenny Carchman,1
Documentaries,Jeremy Kenyon Lockyer Corbell,1
Documentaries,Jesse Handsher,2
Documentaries,Joe Berlinger,3
Documentaries,Joe Boyd,3
Documentaries,John Dower,1
Documentaries,John Ford,2
Documentaries,John Huston,3
Documentaries,John Mikulak,2
Documentaries,John Papola,1
Documentaries,John Scheinfeld,10
Documentaries,John Sturges,2
Documentaries,Jon Carey,2
Documentaries,Jon Freeman,1
Documentaries,Jon J. Whelan,1
Documentaries,Jon M. Chu,7
Documentaries,Jon Spira,10
Documentaries,Jonathan Taylor,1
Documentaries,Jordi Llompart,6
Documentaries,Joris Ivens,2
Documentaries,Josh Alexander,1
Documentaries,Josh Greenbaum,10
Documentaries,Josh Koury,1
Documentaries,Josh Lowell,4
Documentaries,Josh Vietze,1
Documentaries,Joshua Brown,2
Documentaries,Juan Carlos Rulfo,1
Documentaries,Justin Bare,1
Documentaries,Justin Krook,1
Documentaries,Kasia Uscinska,2
Documentaries,Kaspar Astrup Schröder,1
Documentaries,Kate Horne,1
Documentaries,Katherine Fairfax Wright,1
Documentaries,Keegan Kuhn,1
Documentaries,Keith Scholey,1
Documentaries,Kelly Duane de la Vega,1
Documentaries,Kelly Noonan,8
Documentaries,Ken Burns,3
Documentaries,Kevin Derek,4
Documentaries,Kevin MacDonald,1
Documentaries,Kip Andersen,1
Documentaries,Kireet Khurana,1
Documentaries,Kristina Goolsby,1
Documentaries,Laura VanZee Taylor,1
Documentaries,Leanne Gater,1
Documentaries,Leslie Iwerks,1
Documentaries,Levan Tsikurishvili,2
Documentaries,Lilibet Foster,2
Documentaries,Linda Saffire,14
Documentaries,Llewellyn M. Smith,1
Documentaries,Lonny Price,5
Documentaries,Lori Kaye,7
Documentaries,Lotje Sodderland,2
Documentaries,Louie Psihoyos,13
Documentaries,Louise Wardle,2
Documentaries,Lucy van Beek,1
Documentaries,Lydia Tenaglia,8
Documentaries,Lygia Barbosa da Silva,1
Documentaries,Maclain Way,2
Documentaries,Malik Bendjelloul,3
Documentaries,Marc Francis,2
Documentaries,Marc Levin,2
Documentaries,Mariano Cohn,1
Documentaries,Marina Willer,1
Documentaries,Mark Craig,1
Documentaries,Mark Franchetti,1
Documentaries,Mark Ritchie,2
Documentaries,Mark Zwonitzer,1
Documentaries,Martin Gorst,1
Documentaries,Martin Scorsese,13
Documentaries,Mary Mazzio,1
Documentaries,María Jose Cuevas,5
Documentaries,Mat Whitecross,5
Documentaries,Matt Bell,1
Documentaries,Matt D'Avella,2
Documentaries,Matt Kay,1
Documentaries,Matthew Cooke,1
Documentaries,Matthew Miele,1
Documentaries,Matías Gueilburt,2
Documentaries,Max Pugh,2
Documentaries,Meghan O'Hara,1
Documentaries,Micah Bickham,1
Documentaries,Michael Barnett,3
Documentaries,Michael Del Monte,1
Documentaries,Michael Epstein,2
Documentaries,Michael Pitiot,1
Documentaries,Michael Roberts,12
Documentaries,Michael Ware,2
Documentaries,Michèle Ohayon,2
Documentaries,Mike Fleiss,1
Documentaries,Mike Nicoll,2
Documentaries,Mike Rossiter,1
Documentaries,Milla Harrison-Hansley,1
Documentaries,Morgan Neville,17
Documentaries,Morgan Pehme,1
Documentaries,Morgan Spurlock,5
Documentaries,Myles Kane,1
Documentaries,Nate Adams,1
Documentaries,Nekfeu,1
Documentaries,Nicholas de Pencier,6
Documentaries,Nick Broomfield,3
Documentaries,Nick Davis,1
Documentaries,Nick Mead,1
Documentaries,Noah Baumbach,1
Documentaries,Nottapon Boonprakob,1
Documentaries,Ola Flyum,1
Documentaries,Oliver Twinch,2
Documentaries,Olivier Roland,2
Documentaries,Padmakumar Narasimhamurthy,1
Documentaries,Paul Dugdale,4
Documentaries,Paul Taublieb,1
Documentaries,Peter Fison,1
Documentaries,Peter Middleton,2
Documentaries,Peter Mortimer,4
Documentaries,Peter Pardini,1
Documentaries,Peter Spirer,6
Documentaries,Peter Svatek,1
Documentaries,Peter Yost,1
Documentaries,Pierfrancesco Diliberto,1
Documentaries,Pieter-Jan De Pue,5
Documentaries,Rachel Grady,9
Documentaries,Rachel Lears,1
Documentaries,Randall Lobb,4
Documentaries,Rashida Jones,1
Documentaries,Raz Degan,5
Documentaries,Reginald Hudlin,2
Documentaries,Reiner Holzemer,2
Documentaries,René Pérez Joglar,1
Documentaries,Richard Mears,1
Documentaries,Richard Miron,1
Documentaries,Rita Coburn Whack,7
Documentaries,Robert Nixon,18
Documentaries,Robert Tate,12
Documentaries,Roberta Grossman,1
Documentaries,Roger Graef,8
Documentaries,Roman Gackowski,4
Documentaries,Ron Davis,1
Documentaries,Ross Hockrow,4
Documentaries,Roy Boulting,2
Documentaries,Rushmore DeNooyer,1
Documentaries,Salima Koroma,8
Documentaries,Sam Taplin,2
Documentaries,Sandy Chronopoulos,2
Documentaries,Sarah Holt,1
Documentaries,Satyajit Bhatkal,2
Documentaries,Sean Menard,1
Documentaries,Selima Taibi,2
Documentaries,Shaina Allen,3
Documentaries,Shivendra Singh Dungarpur,1
Documentaries,Simon Napier-Bell,5
Documentaries,Sophie Robinson,2
Documentaries,Sophie Sartain,1
Documentaries,Sridhar Rangayan,1
Documentaries,Steve Boettcher,9
Documentaries,Susannah Ward,2
Documentaries,Sushrut Jain,2
Documentaries,Syrine Boulanouar,1
Documentaries,T.J. Martin,4
Documentaries,Ted Braun,1
Documentaries,Terri Randall,1
Documentaries,Thierry Demaizière,1
Documentaries,Toa Fraser,1
Documentaries,Toby Trackman,1
Documentaries,Todd Standing,1
Documentaries,Todd Wider,1
Documentaries,Tom Donahue,1
Documentaries,Tom Fassaert,3
Documentaries,Tom O'Dell,10
Documentaries,Tom Whitter,1
Documentaries,Tomer Heymann,4
Documentaries,Tommy Avallone,4
Documentaries,Tony Stone,1
Documentaries,Tony Zierra,1
Documentaries,Torquil Jones,1
Documentaries,V. Scott Balcerek,2
Documentaries,Valli Bindana,2
Documentaries,Vicky Matthews,3
Documentaries,Victoria Bromley,1
Documentaries,Vlad Yudin,4
Documentaries,Vonda Harrell,10
Documentaries,Werner Herzog,4
Documentaries,White Trash Tyler,1
Documentaries,Will Yapp,6
Documentaries,William Wyler,2
Documentaries,Wim Wenders,5
Documentaries,Yann Arthus-Bertrand,1
Documentaries,Zachary Heinzerling,2
Documentaries,Zatella Beatty,1
Docuseries,Alastair Fothergill,8
Docuseries,Cecilia Peck,4
Docuseries,Daniel Kontur,1
Docuseries,Everardo Gout,7
Docuseries,Ken Burns,17
Docuseries,Laurent Bouzereau,6
Docuseries,Oliver Stone,1
Dramas,A. L. Vijay,6
Dramas,A.R. Murugadoss,12
Dramas,Aadish Keluskar,4
Dramas,Aamir Bashir,6
Dramas,Aamir Khan,7
Dramas,Aanand Rai,20
Dramas,Aaron Hann,18
Dramas,Aatmaram Dharne,1
Dramas,Abdellatif Kechiche,39
Dramas,Abdullah Al Noor,10
Dramas,Abel Ferrara,24
Dramas,Abhay Chopra,3
Dramas,Abhinav Shiv Tiwari,8
Dramas,Abhishek Chaubey,10
Dramas,Abhishek Kapoor,23
Dramas,Abhishek Saxena,9
Dramas,Abhishek Sharma,18
Dramas,Abhishek Varman,6
Dramas,Abu Bakr Shawky,30
Dramas,Adam Del Giudice,20
Dramas,Adam Deyoe,9
Dramas,Adam Smith,10
Dramas,Adarsh Eshwarappa,16
Dramas,Aditya Kripalani,13
Dramas,Aditya Sarpotdar,13
Dramas,Aditya Vikram Sengupta,10
Dramas,Adrian Murray,8
Dramas,Adrian Teh,11
Dramas,Advait Chandan,5
Dramas,Afia Nathaniel,30
Dramas,Afonso Poyart,10
Dramas,Agasyah Karim,8
Dramas,Agnidev Chatterjee,8
Dramas,Agustí Villaronga,10
Dramas,Aijaz Khan,8
Dramas,Aitor Arregi,6
Dramas,Ajay Bahl,9
Dramas,Ajay Phansekar,6
Dramas,Ajithkumar,7
Dramas,Akin Omotoso,8
Dramas,Alain Gagnol,22
Dramas,Alan J. Pakula,11
Dramas,Alan Rickman,11
Dramas,Alberto Rodríguez,9
Dramas,Alejandra Márquez Abella,6
Dramas,Alejandro Agresti,28
Dramas,Alejandro Fernández Almendras,40
Dramas,Alejandro G. Iñárritu,33
Dramas,Alejandro Martinez-Beltran,3
Dramas,Alejandro Montiel,20
Dramas,Aleksey German,30
Dramas,Alessio Cremonini,4
Dramas,Alex Garland,11
Dramas,Alex Israel,10
Dramas,Alex Law,3
Dramas,Alex Lehmann,5
Dramas,Alex Smith,5
Dramas,Alex Zamm,4
Dramas,Alexandre Aja,18
Dramas,Alexandre Avancini,16
Dramas,Alexandre Espigares,36
Dramas,Alexandre Reinecke,5
Dramas,Alexandros Avranas,30
Dramas,Alfonso Arau,8
Dramas,Alfonso Cuarón,17
Dramas,Alfonso Serrano Maturino,6
Dramas,Ali Bin Matar,8
Dramas,Ali Taner Baltacı,10
Dramas,Alice Rohrwacher,40
Dramas,Alison MacLean,4
Dramas,Alo Sarkar,9
Dramas,Amaan Khan,10
Dramas,Amal Neerad,10
Dramas,Amar Gupte,5
Dramas,Amara Cash,10
Dramas,Amber Tamblyn,9
Dramas,Amir Galvan Cervera,12
Dramas,Amir Mohiuddin,6
Dramas,Amit Barot,7
Dramas,Amit Rai,8
Dramas,Amit Saxena,8
Dramas,Amitabha Singh,10
Dramas,Amitava Bhattacharya,10
Dramas,Amitoj Mann,16
Dramas,Amman Abbasi,8
Dramas,Amol Palekar,8
Dramas,Amshan Kumar,8
Dramas,Ana Kokkinos,12
Dramas,Ana Lily Amirpour,6
Dramas,Ananda Krishnan,3
Dramas,Ananth Narayan Mahadevan,10
Dramas,Andibachtiar Yusuf,8
Dramas,Andrea Arnold,10
Dramas,Andrea Molaioli,7
Dramas,Andreas Prochaska,24
Dramas,Andrew J. Smith,5
Dramas,Andrew Lau Wai-Keung,38
Dramas,Andrew Loo,20
Dramas,Andrew Niccol,38
Dramas,Andrew Sullivan,10
Dramas,Andy Caballero,10
Dramas,Andy Serkis,26
Dramas,Anees Bazmee,12
Dramas,Angelina Jolie,20
Dramas,Angga Dwimas Sasongko,27
Dramas,Anik Datta,2
Dramas,Anil Sharma,10
Dramas,Anil Thomas,5
Dramas,Anil V. Kumar,5
Dramas,Aniruddha Roy Chowdhury,11
Dramas,Anjum Shahzad,7
Dramas,Anna Boden,7
Dramas,Anne Fletcher,12
Dramas,Anne Fontaine,38
Dramas,Anthony Chan,5
Dramas,Anthony D'Souza,11
Dramas,Anthony Minghella,10
Dramas,Antoine Fuqua,24
Dramas,Antoni Krauze,8
Dramas,Antonin Baudry,10
Dramas,Antonio Campos,20
Dramas,Antonio Chavarrías,26
Dramas,Antonio Morabito,16
Dramas,Antonio Piazza,24
Dramas,Antonio Serrano,8
Dramas,Anu Menon,15
Dramas,Anubhav Sinha,10
Dramas,Anurag Basu,19
Dramas,Anurag Kashyap,39
Dramas,Anurag Singh,16
Dramas,Anusha Rizvi,10
Dramas,Apoorva Lakhia,16
Dramas,April Mullen,8
Dramas,Ari Folman,70
Dramas,Ariel Vromen,18
Dramas,Arjun Gourisaria,1
Dramas,Arjun Jandyala,3
Dramas,Arnab Chaudhuri,8
Dramas,Arthur Allan Seidelman,5
Dramas,Arun Chidambaram,8
Dramas,Arun Vaidyanathan,8
Dramas,Aruna Raje,6
Dramas,Asghar Farhadi,58
Dramas,Ashish R. Shukla,10
Dramas,Ashok Nanda,8
Dramas,Ashu Trikha,6
Dramas,Ashutosh Gowariker,35
Dramas,Ashwiny Iyer Tiwari,7
Dramas,Asim Abbasi,16
Dramas,Asim Raza,8
Dramas,Atanu Ghosh,19
Dramas,Atanu Mukherjee,4
Dramas,Atharv Baluja,8
Dramas,Atlee Kumar,7
Dramas,Atom Egoyan,39
Dramas,Atsajun Sattakovit,10
Dramas,Attila Till,7
Dramas,Atul Kale,6
Dramas,Atul Malhotra,10
Dramas,Austin Stark,7
Dramas,Avadhoot Gupte,15
Dramas,Avinash Arun,10
Dramas,Avinash Das,6
Dramas,Aytaç Ağırlar,6
Dramas,Azazel Jacobs,7
Dramas,Azfar Jafri,6
Dramas,Aziz Mirza,17
Dramas,Baljit Singh Deo,13
Dramas,Balu Mahendra,6
Dramas,Banjong Pisanthanakun,9
Dramas,Barry Jenkins,9
Dramas,Barry Levinson,19
Dramas,Bart Freundlich,9
Dramas,Basu Chatterjee,14
Dramas,Bauddhayan Mukherji,4
Dramas,Bedabrata Pain,27
Dramas,Bejoy Nambiar,21
Dramas,Ben A. Williams,5
Dramas,Ben C. Lucas,20
Dramas,Ben Shelton,5
Dramas,Ben Young,8
Dramas,Benedict Andrews,21
Dramas,Benjamin Ross,8
Dramas,Benjamin Weill,6
Dramas,Benoît Jacquot,18
Dramas,Benson Lee,51
Dramas,Bhagyaraj,10
Dramas,Bharat Nalluri,9
Dramas,Bill Oliver,8
Dramas,Bill Plympton,35
Dramas,Bille August,11
Dramas,Bille Woodruff,14
Dramas,Billy Bob Thornton,10
Dramas,Billy Ray,32
Dramas,Binu Ulahhannan,8
Dramas,Biswajeet Bora,7
Dramas,Biyi Bandele,4
Dramas,Blake Harris,10
Dramas,Bob Nelson,8
Dramas,Bob Odenkirk,10
Dramas,Bolanle Austen-Peters,10
Dramas,Bong Joon Ho,26
Dramas,Bradley Walsh,10
Dramas,Brandon Camp,18
Dramas,Brandon Dickerson,8
Dramas,Brendan Malloy,13
Dramas,Brent Bonacorso,9
Dramas,Brett Haley,10
Dramas,Brian Baugh,4
Dramas,Brian Helgeland,30
Dramas,Brie Larson,9
Dramas,Bronwen Hughes,6
Dramas,Bruce Beresford,10
Dramas,Bruce MacDonald,18
Dramas,Bruce Robinson,18
Dramas,Bruno Stagnaro,11
Dramas,Bryan Buckley,50
Dramas,Buddhadev Dasgupta,7
Dramas,Burhan Qurbani,10
Dramas,Buta Singh,8
Dramas,Buzz Kulik,7
Dramas,Byun Hyuk,10
Dramas,Carlos Algara,3
Dramas,Carlos Marques-Marcet,4
Dramas,Carlos Vermut,20
Dramas,Carol Reed,6
Dramas,Cary Joji Fukunaga,9
Dramas,Cathy Garcia-Molina,58
Dramas,Cecilia Atán,4
Dramas,Cem Yılmaz,10
Dramas,Chad Hartigan,14
Dramas,Chad L. Scheifele,8
Dramas,Chan-sang Lim,10
Dramas,Chandra Barot,10
Dramas,Chandra Prakash Dwivedi,10
Dramas,Chandrakant Kanse,8
Dramas,Chandrakant Kulkarni,28
Dramas,Chandran Narikode,8
Dramas,Charles Martin Smith,10
Dramas,Charles Stone III,22
Dramas,Charlie McDowell,9
Dramas,Che Sandoval,10
Dramas,Chi Fat Chan,9
Dramas,Chito S. Roño,10
Dramas,Chiwetel Ejiofor,16
Dramas,Chow Kwun-wai,3
Dramas,Chris Bouchard,10
Dramas,Chris Kelly,9
Dramas,Chris Robinson,9
Dramas,Chris Sivertson,9
Dramas,Chris Sparling,8
Dramas,Chris Weitz,36
Dramas,Christel Gibson,9
Dramas,Christophe Honoré,9
Dramas,Christopher Chambers,9
Dramas,Christopher Louie,11
Dramas,Christopher Murray,18
Dramas,Chuck Russell,10
Dramas,Chun Wong,4
Dramas,Clark Johnson,7
Dramas,Claude Barras,32
Dramas,Claude Lelouch,10
Dramas,Clay Glen,30
Dramas,Clint Eastwood,55
Dramas,Coerte Voorhees,24
Dramas,Conor Allyn,8
Dramas,Corey Grant,12
Dramas,Courtney Hunt,10
Dramas,Craig Brewer,27
Dramas,Craig Elrod,5
Dramas,Craig Goodwill,18
Dramas,Craig Johnson,10
Dramas,Craig Monahan,6
Dramas,Cristina Jacob,18
Dramas,D Ho,2
Dramas,Dan Gilroy,8
Dramas,Dan Harris,11
Dramas,Dan Kwan,20
Dramas,Dan Villegas,18
Dramas,Dani de la Torre,20
Dramas,Daniel Alfredson,32
Dramas,Daniel Burman,7
Dramas,Daniel Mann,18
Dramas,Daniel Noah,9
Dramas,Daniel Scheinert,20
Dramas,Daniel Sánchez Arévalo,14
Dramas,Daniela Goggi,8
Dramas,Daniele Thompson,16
Dramas,Danny Boyle,32
Dramas,Danny J. Boyle,10
Dramas,Dar Gai,6
Dramas,Daryl Hannah,6
Dramas,Datta Mohan Bhandare,4
Dramas,Dave Patten,6
Dramas,David Batty,48
Dramas,David Blair,12
Dramas,David Cronenberg,36
Dramas,David Dhawan,18
Dramas,David E. Talbert,7
Dramas,David Fincher,10
Dramas,David Gordon Green,8
Dramas,David L. Cunningham,7
Dramas,David Lean,36
Dramas,David Lee Miller,10
Dramas,David Leveaux,18
Dramas,David Lowery,6
Dramas,David Mackenzie,39
Dramas,David Michôd,7
Dramas,David Mrnka,20
Dramas,David O. Russell,12
Dramas,David Pablos,22
Dramas,Dean Wright,13
Dramas,Debra Granik,8
Dramas,Dee Rees,7
Dramas,Deep Joshi,7
Dramas,Deepti Naval,10
Dramas,Deniz Gamze Ergüven,40
Dramas,Derek Cianfrance,23
Dramas,Derek Yee,10
Dramas,Destin Daniel Cretton,11
Dramas,Devashish Makhija,8
Dramas,Devika Bhagat,10
Dramas,Dhanush,7
Dramas,Dharmendra Suresh Desai,12
Dramas,Dharmesh Darshan,20
Dramas,Dhilip Kumar,3
Dramas,Dibakar Banerjee,58
Dramas,Diego Corsini,10
Dramas,Diego Kaplan,5
Dramas,Diego Lerman,30
Dramas,Diego Luna,6
Dramas,Dileep Narayanan,6
Dramas,Dito Montiel,10
Dramas,Don Michael Paul,16
Dramas,Don Omope,10
Dramas,Drake Doremus,22
Dramas,Duncan Jones,20
Dramas,Dustin Nguyen,4
Dramas,Ed Gass-Donnelly,16
Dramas,Ed Lilly,12
Dramas,Eduardo Casanova,11
Dramas,Eduardo Mendoza de Echave,20
Dramas,Edward Zwick,15
Dramas,Edwin,26
Dramas,Eeshwar Nivas,8
Dramas,Elisa Fuksas,6
Dramas,Elisabeth Vogler,12
Dramas,Elite Zexer,15
Dramas,Elizabeth Wood,9
Dramas,Elle-Máijá Tailfeathers,20
Dramas,Emil Ben-Shimon,10
Dramas,Emily Hagins,10
Dramas,Emmanuel Mouret,4
Dramas,Emmett Malloy,13
Dramas,Eric Aghimien,8
