genre,director,n
Action &amp; Adventure,A. Salaam,10
Action &amp; Adventure,A.R. Murugadoss,18
Action &amp; Adventure,Aaron Nee,13
Action &amp; Adventure,Abbas Alibhai Burmawalla,24
Action &amp; Adventure,Abhinay Deo,19
Action &amp; Adventure,Adam Alleca,7
Action &amp; Adventure,Adam Collins,10
Action &amp; Adventure,Adam Nee,13
Action &amp; Adventure,Aditya Sarpotdar,10
Action &amp; Adventure,Adrian Teh,11
Action &amp; Adventure,Afonso Poyart,10
Action &amp; Adventure,Ahsan Rahim,10
Action &amp; Adventure,Alain Desrochers,21
Action &amp; Adventure,Alain Gagnol,22
Action &amp; Adventure,Alan Mak,16
Action &amp; Adventure,Albert Hughes,10
Action &amp; Adventure,Alex Proyas,13
Action &amp; Adventure,Alexander Nevsky,20
Action &amp; Adventure,Ali Bin Matar,8
Action &amp; Adventure,Allan Ungar,10
Action &amp; Adventure,Allen Hughes,10
Action &amp; Adventure,Alo Sarkar,9
Action &amp; Adventure,Amaan Khan,10
Action &amp; Adventure,Amal Neerad,10
Action &amp; Adventure,Amardeep Singh Gill,7
Action &amp; Adventure,Amir Galvan Cervera,12
Action &amp; Adventure,Amitabha Singh,10
Action &amp; Adventure,Andrew Fleming,27
Action &amp; Adventure,Andrew Lau Wai-Keung,36
Action &amp; Adventure,Andrew Loo,20
Action &amp; Adventure,Andrew Stanton,38
Action &amp; Adventure,Andrew Wessels,11
Action &amp; Adventure,Andrzej Bartkowiak,11
Action &amp; Adventure,Andy Serkis,26
Action &amp; Adventure,Andy Tennant,14
Action &amp; Adventure,Ang Lee,40
Action &amp; Adventure,Anil Sharma,10
Action &amp; Adventure,Anthony D'Souza,10
Action &amp; Adventure,Anthony Russo,28
Action &amp; Adventure,Antoine Bardou-Jacquet,16
Action &amp; Adventure,Antoine Fuqua,24
Action &amp; Adventure,Anurag Basu,6
Action &amp; Adventure,Apoorva Lakhia,23
Action &amp; Adventure,Arjun Jandyala,3
Action &amp; Adventure,Arnab Chaudhuri,8
Action &amp; Adventure,Arun Vaidyanathan,8
Action &amp; Adventure,Ashutosh Gowariker,17
Action &amp; Adventure,Atlee Kumar,7
Action &amp; Adventure,Atom Egoyan,28
Action &amp; Adventure,Atsajun Sattakovit,10
Action &amp; Adventure,Atsuko Ishizuka,15
Action &amp; Adventure,Attila Till,7
Action &amp; Adventure,Baljit Singh Deo,3
Action &amp; Adventure,Baltasar Kormákur,9
Action &amp; Adventure,Barry Sonnenfeld,30
Action &amp; Adventure,Bejoy Nambiar,9
Action &amp; Adventure,Ben Foster,10
Action &amp; Adventure,Ben Wheatley,12
Action &amp; Adventure,Ben Young,8
Action &amp; Adventure,Benny Chan,16
Action &amp; Adventure,Bharat Nalluri,9
Action &amp; Adventure,Bilal Lashari,7
Action &amp; Adventure,Bin Bunluerit,10
Action &amp; Adventure,Bob Persichetti,12
Action &amp; Adventure,Bong Joon Ho,52
Action &amp; Adventure,Brett Ratner,9
Action &amp; Adventure,Brian A. Miller,16
Action &amp; Adventure,Brian Smrz,21
Action &amp; Adventure,Bruce MacDonald,18
Action &amp; Adventure,Bryan Singer,10
Action &amp; Adventure,Carol Reed,6
Action &amp; Adventure,Cary Murnion,7
Action &amp; Adventure,Cem Yılmaz,8
Action &amp; Adventure,Chandra Barot,10
Action &amp; Adventure,Chandrakant Kanse,8
Action &amp; Adventure,Chanon Yingyong,8
Action &amp; Adventure,Charles Stone III,11
Action &amp; Adventure,Cheh Chang,25
Action &amp; Adventure,Chia Tang,11
Action &amp; Adventure,Chia-Liang Liu,36
Action &amp; Adventure,Chris Burkard,10
Action &amp; Adventure,Chris Nahon,6
Action &amp; Adventure,Christian Desmares,30
Action &amp; Adventure,Christopher Nolan,24
Action &amp; Adventure,Chuck Russell,10
Action &amp; Adventure,Clarence Yiu-leung Fok,7
Action &amp; Adventure,Clint Eastwood,12
Action &amp; Adventure,Colin Strause,10
Action &amp; Adventure,Colin Teague,10
Action &amp; Adventure,Corey Yuen,38
Action &amp; Adventure,Curtis Hanson,9
Action &amp; Adventure,D Ho,2
Action &amp; Adventure,Daisuke Nishio,8
Action &amp; Adventure,Daniel Alfredson,32
Action &amp; Adventure,Daniel Benmayor,10
Action &amp; Adventure,Daniel Lee,36
Action &amp; Adventure,Daniel Yee Heng Chan,7
Action &amp; Adventure,Dante Lam,53
Action &amp; Adventure,David Ayer,24
Action &amp; Adventure,David Blair,12
Action &amp; Adventure,David Dhawan,26
Action &amp; Adventure,David L.G. Hughes,10
Action &amp; Adventure,David Lam,16
Action &amp; Adventure,David M. Rosenthal,6
Action &amp; Adventure,David Mackenzie,18
Action &amp; Adventure,David Palmer,11
Action &amp; Adventure,Dax Shepard,11
Action &amp; Adventure,Dennis Dugan,10
Action &amp; Adventure,Derek Yee,10
Action &amp; Adventure,Dimitri Logothetis,8
Action &amp; Adventure,Ding Sheng,9
Action &amp; Adventure,Dominic Sena,20
Action &amp; Adventure,Don Michael Paul,66
Action &amp; Adventure,Don Omope,10
Action &amp; Adventure,Doug Lefler,10
Action &amp; Adventure,Edgar Wright,56
Action &amp; Adventure,Edward Zwick,15
Action &amp; Adventure,Eeshwar Nivas,8
Action &amp; Adventure,Ekachai Uekrongtham,24
Action &amp; Adventure,Eric Radomski,5
Action &amp; Adventure,Eric Zaragosa,20
Action &amp; Adventure,Erik Canuel,17
Action &amp; Adventure,Erik Matti,10
Action &amp; Adventure,Ernie Barbarash,10
Action &amp; Adventure,Espen Sandberg,50
Action &amp; Adventure,Farah Khan,16
Action &amp; Adventure,Farhan Akhtar,34
Action &amp; Adventure,Felix Chong,7
Action &amp; Adventure,Fernando Coimbra,8
Action &amp; Adventure,Feroz,10
Action &amp; Adventure,Florian Henckel von Donnersmarck,40
Action &amp; Adventure,Florian Schnell,7
Action &amp; Adventure,Franck Ekinci,30
Action &amp; Adventure,Frank Coraci,21
Action &amp; Adventure,Frank Miller,17
Action &amp; Adventure,Frank O'Connor,8
Action &amp; Adventure,Frank Paur,19
Action &amp; Adventure,Fred M. Wilcox,7
Action &amp; Adventure,Fred Olen Ray,8
Action &amp; Adventure,Fumihiko Sori,11
Action &amp; Adventure,G.J. Echternkamp,9
Action &amp; Adventure,Gabriel Sabloff,18
Action &amp; Adventure,Gareth Evans,10
Action &amp; Adventure,Gonzalo López-Gallego,18
Action &amp; Adventure,Gordon Chan,14
Action &amp; Adventure,Gordon Parks,8
Action &amp; Adventure,Greg Strause,10
Action &amp; Adventure,Guillaume Renard,20
Action &amp; Adventure,Guillermo del Toro,12
Action &amp; Adventure,Guy Ritchie,37
Action &amp; Adventure,Hajime Kamegaki,23
Action &amp; Adventure,Ham Tran,6
Action &amp; Adventure,Han Yan,9
Action &amp; Adventure,Hark Tsui,12
Action &amp; Adventure,Hasan Aljaberi,8
Action &amp; Adventure,Hayao Miyazaki,9
Action &amp; Adventure,Henrik Martin Dahlsbakken,4
Action &amp; Adventure,Henrik Ruben Genz,44
Action &amp; Adventure,Hideaki Anno,27
Action &amp; Adventure,Hideki Futamura,8
Action &amp; Adventure,Hiroshi Yamazaki,8
Action &amp; Adventure,Hirotsugu Kawasaki,9
Action &amp; Adventure,Hiroyuki Seshita,36
Action &amp; Adventure,Hua Shan,5
Action &amp; Adventure,Iain Softley,30
Action &amp; Adventure,Ian Kirby,8
Action &amp; Adventure,Ibrahim Bin Mohamed,16
Action &amp; Adventure,Imtiaz Ali,4
Action &amp; Adventure,Indra Kumar,8
Action &amp; Adventure,Isaac Florentine,18
Action &amp; Adventure,J.C. Chandor,6
Action &amp; Adventure,J.M. Berrios,8
Action &amp; Adventure,Jack Starrett,5
Action &amp; Adventure,Jaivi Dhanda,8
Action &amp; Adventure,James McTeigue,53
Action &amp; Adventure,Jared Cohn,8
Action &amp; Adventure,Jason Kwan,14
Action &amp; Adventure,Javier Ruiz Caldera,19
Action &amp; Adventure,Jay Chandrasekhar,10
Action &amp; Adventure,Jay Roach,19
Action &amp; Adventure,Jazz Boon,22
Action &amp; Adventure,Jean-Loup Felicioli,22
Action &amp; Adventure,Jean-Patrick Benes,8
Action &amp; Adventure,Jeannot Szwarc,8
Action &amp; Adventure,Jee-woon Kim,8
Action &amp; Adventure,Jeeva,10
Action &amp; Adventure,Jeff Wadlow,13
Action &amp; Adventure,Jeffrey W. Byrd,20
Action &amp; Adventure,Jeremiah Jones,8
Action &amp; Adventure,Jeremy Rush,7
Action &amp; Adventure,Jeremy Saulnier,9
Action &amp; Adventure,Jesse Gustafson,8
Action &amp; Adventure,Jesse Johnson,27
Action &amp; Adventure,Jesse V. Johnson,59
Action &amp; Adventure,Jimmy Henderson,7
Action &amp; Adventure,Joachim Rønning,50
Action &amp; Adventure,Joaquín Mazón,8
Action &amp; Adventure,Jody Hill,5
Action &amp; Adventure,Joe Dante,9
Action &amp; Adventure,Joe Lynch,14
Action &amp; Adventure,Joe Miale,10
Action &amp; Adventure,Joe Russo,28
Action &amp; Adventure,Joey Curtis,11
Action &amp; Adventure,John Dahl,30
Action &amp; Adventure,John Duigan,10
Action &amp; Adventure,John G. Avildsen,9
Action &amp; Adventure,John H. Lee,6
Action &amp; Adventure,John Irvin,14
Action &amp; Adventure,John Luessenhop,12
Action &amp; Adventure,John Lyde,10
Action &amp; Adventure,John Maclean,16
Action &amp; Adventure,John Michael McDonagh,9
Action &amp; Adventure,John Milius,10
Action &amp; Adventure,John Stockwell,21
Action &amp; Adventure,John Woo,14
Action &amp; Adventure,Johnnie To,64
Action &amp; Adventure,Jon Turteltaub,7
Action &amp; Adventure,Jonathan Hensleigh,19
Action &amp; Adventure,Jonathan Milott,7
Action &amp; Adventure,Jonathan Mostow,45
Action &amp; Adventure,Jonathan Sobol,18
Action &amp; Adventure,Joseph Chou,8
Action &amp; Adventure,Joseph Mbah,8
Action &amp; Adventure,Joyce Bernal,11
Action &amp; Adventure,Julien Leclercq,10
Action &amp; Adventure,Julius Avery,24
Action &amp; Adventure,Julius Onah,10
Action &amp; Adventure,Julius R. Nasso,8
Action &amp; Adventure,K. Ramanlal,6
Action &amp; Adventure,K. Subhash,10
Action &amp; Adventure,Kabir Bhatia,3
Action &amp; Adventure,Kabir Khan,6
Action &amp; Adventure,Kabir Sadanand,5
Action &amp; Adventure,Kaizad Gustad,10
Action &amp; Adventure,Kang Cheng,6
Action &amp; Adventure,Karim El Sobky,13
Action &amp; Adventure,Karthik Subbaraj,12
Action &amp; Adventure,Karyn Kusama,11
Action &amp; Adventure,Kathryn Bigelow,40
Action &amp; Adventure,Kazuaki Kiriya,18
Action &amp; Adventure,Kazuchika Kise,30
Action &amp; Adventure,Kazuya Tsurumaki,14
Action &amp; Adventure,Keanu Reeves,24
Action &amp; Adventure,Keiichi Sato,14
Action &amp; Adventure,Ken Barbet,8
Action &amp; Adventure,Keoni Waxman,20
Action &amp; Adventure,Ketan Mehta,10
Action &amp; Adventure,Kevin Donovan,9
Action &amp; Adventure,Kevin MacDonald,30
Action &amp; Adventure,Kim Jee-woon,11
Action &amp; Adventure,Kim Sung-hoon,10
Action &amp; Adventure,Kimo Stamboel,9
Action &amp; Adventure,Kobun Shizuno,26
Action &amp; Adventure,Koichi Mashimo,8
Action &amp; Adventure,Koji Sawai,8
Action &amp; Adventure,Kookie V. Gulati,9
Action &amp; Adventure,Krish,8
Action &amp; Adventure,Kurt Wimmer,8
Action &amp; Adventure,Kyle Newacheck,14
Action &amp; Adventure,Kyle Newman,14
Action &amp; Adventure,Lana Wachowski,93
Action &amp; Adventure,Latif Faiziyev,16
Action &amp; Adventure,Law Wing-cheong,16
Action &amp; Adventure,Lawrence Kasdan,13
Action &amp; Adventure,Le Van Kiet,5
Action &amp; Adventure,Lee Seung-won,9
Action &amp; Adventure,Lee Tamahori,50
Action &amp; Adventure,Leo Riley,5
Action &amp; Adventure,Les Mayfield,8
Action &amp; Adventure,Leung Lok Man,24
Action &amp; Adventure,Lewis Milestone,15
Action &amp; Adventure,Liam O'Donnell,54
Action &amp; Adventure,Lijo Jose Pellissery,11
Action &amp; Adventure,Lilly Wachowski,93
Action &amp; Adventure,Louis Leterrier,27
Action &amp; Adventure,Lu Yang,6
Action &amp; Adventure,Lucky McKee,7
Action &amp; Adventure,Ludovic Bernard,6
Action &amp; Adventure,Luis Prieto,9
Action &amp; Adventure,Luk Kim-ching,24
Action &amp; Adventure,Luke Radford,10
Action &amp; Adventure,Luke Sparke,12
Action &amp; Adventure,Mahsun Kırmızıgül,18
Action &amp; Adventure,Mamoru Oshii,8
Action &amp; Adventure,Manmohan Desai,8
Action &amp; Adventure,Marcelo Galvão,10
Action &amp; Adventure,Marek Kanievska,40
Action &amp; Adventure,Mario Van Peebles,10
Action &amp; Adventure,Mark Dennis,10
Action &amp; Adventure,Mark Steven Johnson,20
Action &amp; Adventure,Martin Campbell,60
Action &amp; Adventure,Masahiko Murata,43
Action &amp; Adventure,Mastan Alibhai Burmawalla,24
Action &amp; Adventure,Matt Reeves,10
Action &amp; Adventure,Matthew Hope,8
Action &amp; Adventure,Matthias Hoene,24
Action &amp; Adventure,McG,100
Action &amp; Adventure,Meng Hua Ho,5
Action &amp; Adventure,Michael Anderson,9
Action &amp; Adventure,Michael Apted,18
Action &amp; Adventure,Michael Bay,31
Action &amp; Adventure,Michael J. Bassett,32
Action &amp; Adventure,Mike Gunther,10
Action &amp; Adventure,Mike Wiluan,18
Action &amp; Adventure,Milan Luthria,10
Action &amp; Adventure,Mimi Leder,10
Action &amp; Adventure,Mitch Gould,8
Action &amp; Adventure,Mitzi Vanessa Arreola,12
Action &amp; Adventure,Mohamed Hamdy,3
Action &amp; Adventure,Mohamed Samy,9
Action &amp; Adventure,Mohammed Hussain,6
Action &amp; Adventure,Mu Chu,5
Action &amp; Adventure,Mukul Anand,15
Action &amp; Adventure,Mysskin,7
Action &amp; Adventure,N. Linguswamy,13
Action &amp; Adventure,Na Hyeon,8
Action &amp; Adventure,Navaniat Singh,16
Action &amp; Adventure,Navneet Behal,8
Action &amp; Adventure,Neeraj Pandey,18
Action &amp; Adventure,Neil Burger,10
Action &amp; Adventure,Neill Blomkamp,60
Action &amp; Adventure,Nic Mathieu,20
Action &amp; Adventure,Nicanor Loreti,8
Action &amp; Adventure,Nicholas Winter,10
Action &amp; Adventure,Nicolas Winding Refn,10
Action &amp; Adventure,Nicolás López,20
Action &amp; Adventure,Nishikant Kamat,6
Action &amp; Adventure,Noriyuki Abe,37
Action &amp; Adventure,Oliver Daly,12
Action &amp; Adventure,Oliver Stone,13
Action &amp; Adventure,Ossama Abu El Atta,4
Action &amp; Adventure,Pa. Ranjith,10
Action &amp; Adventure,Pablo Parés,7
Action &amp; Adventure,Param Gill,8
Action &amp; Adventure,Partho Ghosh,10
Action &amp; Adventure,Patrick Leung,24
Action &amp; Adventure,Patrik Syversen,9
Action &amp; Adventure,Patryk Vega,10
Action &amp; Adventure,Paul Tanter,6
Action &amp; Adventure,Paul W.S. Anderson,40
Action &amp; Adventure,Paul Weitz,17
Action &amp; Adventure,Pedring A. Lopez,5
Action &amp; Adventure,Pete Travis,10
Action &amp; Adventure,Peter Chelsom,7
Action &amp; Adventure,Peter Jackson,48
Action &amp; Adventure,Peter Ramsey,12
Action &amp; Adventure,Peter Segal,11
Action &amp; Adventure,Peyton Reed,14
Action &amp; Adventure,Philip G. Atwell,28
Action &amp; Adventure,Philipp Stölzl,53
Action &amp; Adventure,Phillip Noyce,21
Action &amp; Adventure,Phuwanit Pholdee,8
Action &amp; Adventure,Pierre Morel,11
Action &amp; Adventure,Pietro Scappini,26
Action &amp; Adventure,Piti Jaturaphat,10
Action &amp; Adventure,Prabhu Deva,8
Action &amp; Adventure,Prakash Mehra,16
Action &amp; Adventure,Priyadarshan,20
Action &amp; Adventure,Puneet Sira,9
Action &amp; Adventure,Puri Jagannadh,11
Action &amp; Adventure,Quentin Tarantino,68
Action &amp; Adventure,R. Ellis Frazier,27
Action &amp; Adventure,Rahul Dholakia,11
Action &amp; Adventure,Raj Babu,8
Action &amp; Adventure,Rajan Madhav,6
Action &amp; Adventure,Rajiv Mehra,8
Action &amp; Adventure,Rajkumar Santoshi,23
Action &amp; Adventure,Rakesh Mehta,10
Action &amp; Adventure,Ram Gopal Varma,32
Action &amp; Adventure,Remo D'Souza,8
Action &amp; Adventure,Renny Harlin,18
Action &amp; Adventure,Rian Johnson,26
Action &amp; Adventure,Richard Donner,20
Action &amp; Adventure,Richie Smyth,32
Action &amp; Adventure,Ridley Scott,40
Action &amp; Adventure,Ringo Lam,10
Action &amp; Adventure,Rob Cohen,25
Action &amp; Adventure,Rob Minkoff,20
Action &amp; Adventure,Rob W. King,9
Action &amp; Adventure,Robert Altman,10
Action &amp; Adventure,Robert Berlinger,10
Action &amp; Adventure,Robert Clouse,22
Action &amp; Adventure,Robert Kouba,12
Action &amp; Adventure,Robert Rodriguez,17
Action &amp; Adventure,Roberto Girault Facha,10
Action &amp; Adventure,Rodney Rothman,12
Action &amp; Adventure,Rodrigo Salomón,26
Action &amp; Adventure,Roger Donaldson,10
Action &amp; Adventure,Roger Russell,7
Action &amp; Adventure,Roger Spottiswoode,20
Action &amp; Adventure,Rohit Jugraj,8
Action &amp; Adventure,Rohit Shetty,20
Action &amp; Adventure,Roland Emmerich,40
Action &amp; Adventure,Roland Joffé,27
Action &amp; Adventure,Romain Gavras,5
Action &amp; Adventure,Ron Howard,16
Action &amp; Adventure,Ross Boyask,6
Action &amp; Adventure,Ross R. Shuman,10
Action &amp; Adventure,Ryan Coogler,16
Action &amp; Adventure,S.S. Rajamouli,56
Action &amp; Adventure,Sabir Khan,7
Action &amp; Adventure,Sachin Yardi,12
Action &amp; Adventure,Sajid Khan,5
Action &amp; Adventure,Sam Liu,19
Action &amp; Adventure,Sam Raimi,14
Action &amp; Adventure,Sang-ho Yeon,12
Action &amp; Adventure,Sangeeth Sivan,10
Action &amp; Adventure,Sanjay Jadhav,9
Action &amp; Adventure,Sanjiv Jaiswal,8
Action &amp; Adventure,Santosh Sivan,9
Action &amp; Adventure,Santram Varma,4
Action &amp; Adventure,Sarik Andreasyan,16
Action &amp; Adventure,Sartaj Singh Pannu,8
Action &amp; Adventure,Scott Martin,10
Action &amp; Adventure,Scott Stewart,15
Action &amp; Adventure,Seiji Mizushima,6
Action &amp; Adventure,Sergio Leone,22
Action &amp; Adventure,Sermiyan Midyat,8
Action &amp; Adventure,Shakti Samanta,10
Action &amp; Adventure,Shamyl Othman,5
Action &amp; Adventure,Shan Hua,6
Action &amp; Adventure,Shane Acker,9
Action &amp; Adventure,Shashilal K. Nair,10
Action &amp; Adventure,Shawn Crahan,9
Action &amp; Adventure,Shinji Aramaki,8
Action &amp; Adventure,Shinsuke Sato,10
Action &amp; Adventure,Shivam Nair,8
Action &amp; Adventure,Shojiro Nishimi,20
Action &amp; Adventure,Simon Wells,20
Action &amp; Adventure,Simranjit Singh Hundal,8
Action &amp; Adventure,Siu-hung Chung,10
Action &amp; Adventure,Stanley Tong,32
Action &amp; Adventure,Stephen Chow,27
Action &amp; Adventure,Steve Carr,12
Action &amp; Adventure,Steve Cheng,4
Action &amp; Adventure,Steven Brill,9
Action &amp; Adventure,Steven C. Miller,30
Action &amp; Adventure,Steven Gomez,11
Action &amp; Adventure,Steven Soderbergh,20
Action &amp; Adventure,Steven Spielberg,38
Action &amp; Adventure,Stuart Baird,10
Action &amp; Adventure,Subhash Ghai,10
Action &amp; Adventure,Sujeeth,12
Action &amp; Adventure,Sung-soo Kim,4
Action &amp; Adventure,Sze Yu Lau,15
Action &amp; Adventure,Taika Waititi,18
Action &amp; Adventure,Tan Bing,8
Action &amp; Adventure,Tanit Jitnukul,3
Action &amp; Adventure,Tarek Al Eryan,13
Action &amp; Adventure,Taron Lexton,11
Action &amp; Adventure,Tarun Mansukhani,8
Action &amp; Adventure,Ted Geoghegan,11
Action &amp; Adventure,Tekin Girgin,8
Action &amp; Adventure,Tensai Okamura,7
Action &amp; Adventure,Terry Gilliam,81
Action &amp; Adventure,Terry Jones,9
Action &amp; Adventure,Thiru,8
Action &amp; Adventure,Tigmanshu Dhulia,7
Action &amp; Adventure,Timo Tjahjanto,29
Action &amp; Adventure,Timothy Woodward Jr.,17
Action &amp; Adventure,Tinnu Anand,10
Action &amp; Adventure,To-hoi Kong,22
Action &amp; Adventure,Toa Fraser,24
Action &amp; Adventure,Todd Phillips,10
Action &amp; Adventure,Todor Chapkanov,18
Action &amp; Adventure,Tom Gianas,10
Action &amp; Adventure,Tom Green,8
Action &amp; Adventure,Tom Tykwer,40
Action &amp; Adventure,Tomas Portella,10
Action &amp; Adventure,Tommy Wirkola,33
Action &amp; Adventure,Tomoki Kyoda,8
Action &amp; Adventure,Tony Giglio,11
Action &amp; Adventure,Tony Scott,32
Action &amp; Adventure,Toshiya Shinohara,39
Action &amp; Adventure,Toshiyuki Kanno,8
Action &amp; Adventure,Toshiyuki Kubooka,36
Action &amp; Adventure,Toshiyuki Tsuru,11
Action &amp; Adventure,Tsutomu Mizushima,10
Action &amp; Adventure,Ui-seok Jo,7
Action &amp; Adventure,Umesh Mehra,34
Action &amp; Adventure,Uwe Boll,7
Action &amp; Adventure,Vasan Bala,8
Action &amp; Adventure,Vic Armstrong,16
Action &amp; Adventure,Vijay,8
Action &amp; Adventure,Vijay Milton,8
Action &amp; Adventure,Vishal Bhardwaj,8
Action &amp; Adventure,Wenn V. Deramas,15
Action &amp; Adventure,William Kaufman,8
Action &amp; Adventure,Wilson Yip,80
Action &amp; Adventure,Wolfgang Petersen,39
Action &amp; Adventure,Wong Jing,36
Action &amp; Adventure,Wong Kar Wai,22
Action &amp; Adventure,Xavier Durringer,13
Action &amp; Adventure,Yang Lei,10
Action &amp; Adventure,Yang Woo-seok,8
Action &amp; Adventure,Yann Gozlan,20
Action &amp; Adventure,Yasushi Kawamura,14
Action &amp; Adventure,Yasushi Muraki,8
Action &amp; Adventure,Yee Tung-Shing,16
Action &amp; Adventure,Yen Cheng-kuo,6
Action &amp; Adventure,Yoshiyuki Momose,10
Action &amp; Adventure,Yuen Wo-Ping,22
Action &amp; Adventure,Yuen Woo-ping,16
Action &amp; Adventure,Yılmaz Erdoğan,11
Action &amp; Adventure,Zhang Yimou,16
Action &amp; Adventure,Ömer Faruk Sorak,10
Anime Features,Akiyuki Shinbo,14
Anime Features,Atsuko Ishizuka,15
Anime Features,Daisuke Nishio,8
Anime Features,Frank O'Connor,8
Anime Features,Hajime Kamegaki,23
Anime Features,Haoling Li,16
Anime Features,Hayao Miyazaki,9
Anime Features,Hideaki Anno,27
Anime Features,Hideki Futamura,8
Anime Features,Hiromasa Yonebayashi,9
Anime Features,Hiroshi Yamazaki,8
Anime Features,Hirotsugu Kawasaki,9
Anime Features,Hiroyuki Seshita,36
Anime Features,Joseph Chou,8
Anime Features,Kazuchika Kise,30
Anime Features,Kazuya Tsurumaki,14
Anime Features,Keiichi Hara,16
Anime Features,Keiichi Sato,14
Anime Features,Kobun Shizuno,26
Anime Features,Koichi Mashimo,8
Anime Features,Koji Sawai,8
Anime Features,Kunihiko Yuyama,7
Anime Features,Makoto Shinkai,10
Anime Features,Mamoru Oshii,8
Anime Features,Mark Risley,12
Anime Features,Masahiko Murata,43
Anime Features,Naoko Yamada,18
Anime Features,Nobuyuki Takeuchi,14
Anime Features,Noriyuki Abe,37
Anime Features,Seiji Mizushima,6
Anime Features,Shinji Aramaki,8
Anime Features,Sunao Katabuchi,9
Anime Features,Tensai Okamura,7
Anime Features,Tomoki Kyoda,8
Anime Features,Toshiya Shinohara,39
Anime Features,Toshiyuki Kanno,8
Anime Features,Toshiyuki Kubooka,36
Anime Features,Toshiyuki Tsuru,11
Anime Features,Tsutomu Mizushima,10
Anime Features,Xiaoxing Yi,16
Anime Features,Yasushi Kawamura,14
Anime Features,Yasushi Muraki,8
Anime Features,Yoshitaka Takeuchi,16
Anime Features,Yoshiyuki Momose,10
Anime Series,Go Koga,15
Anime Series,Hayato Date,8
Anime Series,Kazuya Murata,11
Anime Series,Masaaki Yuasa,13
Anime Series,Takuya Igarashi,10
Anime Series,Tensai Okamura,13
Anime Series,Tsutomu Mizushima,8
Anime Series,Yasuhiro Irie,21
British TV Shows,Alastair Fothergill,8
British TV Shows,Andy Devonshire,4
British TV Shows,Dan Lucchesi,1
British TV Shows,Daniel Kontur,1
British TV Shows,Gordon Anderson,6
British TV Shows,Ian Barber,7
British TV Shows,Jakob Schuh,9
British TV Shows,Jakob Verbruggen,10
British TV Shows,James Hawes,8
British TV Shows,Jani Lachauer,9
British TV Shows,Mark Tonderai,11
British TV Shows,Michael Cumming,7
British TV Shows,Michael Samuels,16
British TV Shows,Noam Murro,63
British TV Shows,Philippa Lowthorpe,17
British TV Shows,Toby Haynes,10
Children &amp; Family Movies,Adam Shankman,68
Children &amp; Family Movies,Adam Wood,10
Children &amp; Family Movies,Alejandro Fernández Almendras,10
Children &amp; Family Movies,Alex Zamm,13
Children &amp; Family Movies,Alexandre Espigares,36
Children &amp; Family Movies,Alexandre Heboyan,6
Children &amp; Family Movies,Alfred Gimeno,10
Children &amp; Family Movies,Ali Samadi Ahadi,3
Children &amp; Family Movies,Ali Scher,10
Children &amp; Family Movies,Alê Abreu,7
Children &amp; Family Movies,Amalie Næsby Fick,6
Children &amp; Family Movies,Andrew Duncan,20
Children &amp; Family Movies,Andrew Tan,10
Children &amp; Family Movies,Andrés Couturier,20
Children &amp; Family Movies,Andy Fickman,34
Children &amp; Family Movies,Andy Serkis,26
Children &amp; Family Movies,Andy Tennant,6
Children &amp; Family Movies,Ari Sandel,14
Children &amp; Family Movies,Ash Brannon,10
Children &amp; Family Movies,Audu Paden,18
Children &amp; Family Movies,Ava DuVernay,15
Children &amp; Family Movies,Ben Shelton,5
Children &amp; Family Movies,Benjamin Ree,1
Children &amp; Family Movies,Benoît Philippon,6
Children &amp; Family Movies,Bernie Denk,9
Children &amp; Family Movies,Bill Plympton,35
Children &amp; Family Movies,Binayak Das,10
Children &amp; Family Movies,Blake Harris,10
Children &amp; Family Movies,Blayne Weaver,6
Children &amp; Family Movies,Bo Welch,8
Children &amp; Family Movies,Brad Bird,18
Children &amp; Family Movies,Brad Peyton,28
Children &amp; Family Movies,Brandon Camp,18
Children &amp; Family Movies,Brian Levant,17
Children &amp; Family Movies,Brian Robbins,11
Children &amp; Family Movies,Brian Smith,9
Children &amp; Family Movies,Bruce McDonald,10
Children &amp; Family Movies,Bruno Garotti,15
Children &amp; Family Movies,Byron Howard,35
Children &amp; Family Movies,Castille Landon,18
Children &amp; Family Movies,Chad Van De Keere,16
Children &amp; Family Movies,Charles A. Nichols,13
Children &amp; Family Movies,Charles Martin Smith,10
Children &amp; Family Movies,Charlie Vaughn,11
Children &amp; Family Movies,Chiwetel Ejiofor,16
Children &amp; Family Movies,Chris Bouchard,10
Children &amp; Family Movies,Chris Buck,34
Children &amp; Family Movies,Chris Jenkins,36
Children &amp; Family Movies,Chris Koch,10
Children &amp; Family Movies,Chris Renaud,36
Children &amp; Family Movies,Chris Williams,20
Children &amp; Family Movies,Christian De Vita,22
Children &amp; Family Movies,Christopher Smith,16
Children &amp; Family Movies,Clay Glen,30
Children &amp; Family Movies,Clay Kaytis,7
Children &amp; Family Movies,Conor Allyn,8
Children &amp; Family Movies,Conrad Helten,35
Children &amp; Family Movies,Cosmo Segurson,6
Children &amp; Family Movies,Célia Catunda,3
Children &amp; Family Movies,Damien O’Connor,18
Children &amp; Family Movies,Dave Green,12
Children &amp; Family Movies,David Grossman,20
Children &amp; Family Movies,David Soren,14
Children &amp; Family Movies,Dean Wellins,15
Children &amp; Family Movies,Deane Taylor,18
Children &amp; Family Movies,Dennie Gordon,21
Children &amp; Family Movies,Denny Lu,8
Children &amp; Family Movies,Detlev Buck,41
